<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.06.09	33620.06	36963.54	32408.50	36380.99	129164	0	1500
2021.06.10	36389.14	38445.99	35793.49	36464.39	130120	0	1500
2021.06.11	36483.51	37692.34	35911.47	37133.87	116049	0	0
2021.06.12	36900.91	37493.06	34999.75	35999.69	97879	0	1047
2021.06.13	35992.23	39342.33	34781.00	39208.33	98174	0	1047
2021.06.14	39246.25	41026.25	38688.24	39825.88	121935	0	1151
2021.06.15	39824.90	41319.01	39485.25	39948.02	116663	0	1500
2021.06.16	39942.58	40497.50	38276.97	38515.04	119202	0	1500
2021.06.17	38516.58	39558.25	37344.11	37706.74	112520	0	1094
2021.06.18	37740.17	38200.93	35135.25	35484.25	111438	0	1500
2021.06.19	35629.70	36444.06	34793.41	36071.53	69972	0	1100
2021.06.20	36094.99	36135.62	33317.88	35798.48	74717	0	1005
2021.06.21	35805.15	35868.39	31677.95	32555.50	127894	0	1500
2021.06.22	32563.22	33312.25	28869.07	32874.39	128023	0	1500
2021.06.23	32888.41	34834.73	31703.01	33032.33	129540	0	1500
2021.06.24	33045.16	35256.54	32319.26	34847.72	120980	0	1500
2021.06.25	34842.67	35499.00	31475.57	32191.23	124735	0	1500
2021.06.26	31747.23	32706.66	30132.21	31264.05	92062	0	1064
2021.06.27	31290.16	33587.11	30875.87	32639.00	99124	0	1019
2021.06.28	32617.93	35299.50	32400.00	34628.58	107148	0	1500
2021.06.29	34659.27	36629.50	34101.89	36150.47	112914	0	1500
2021.06.30	36147.98	36308.56	34031.51	34572.65	106384	0	1500
2021.07.01	34581.62	35206.50	32692.40	33381.32	108658	0	1250
2021.07.02	33406.88	33968.25	32682.60	33111.35	101541	0	1250
2021.07.03	33441.47	34936.57	33301.45	34695.92	73435	0	1049
2021.07.04	34712.11	35686.00	34261.53	35531.43	65292	0	1005
2021.07.05	35536.10	35946.80	33087.13	33846.49	80495	0	1250
2021.07.06	33843.79	35099.25	33524.75	33931.26	78177	0	1250
2021.07.07	33949.07	35049.88	33618.92	34514.25	63860	0	1250
2021.07.08	34530.55	34538.78	32076.75	32791.71	77859	0	1250
2021.07.09	32798.78	33684.00	32259.53	33505.16	77270	0	1250
2021.07.10	33858.28	34267.63	33002.12	33296.29	56596	0	1055
2021.07.11	33316.04	34107.81	33261.28	33835.50	53625	0	1100
2021.07.12	33838.92	34667.25	32641.59	32831.75	67116	0	1250
2021.07.13	32829.77	33340.25	32187.50	32489.00	60452	0	1250
2021.07.14	32496.55	33095.00	31572.75	32790.28	70139	0	1250
2021.07.15	32796.73	33177.00	31118.75	31732.25	67915	0	1250
2021.07.16	31735.67	32240.75	31004.00	31816.75	70328	0	1103
2021.07.17	31719.02	31950.43	31155.16	31707.24	51583	0	1250
2021.07.18	31718.05	32426.39	31085.15	31629.75	47440	0	1050
2021.07.19	31627.91	31923.25	30385.00	30747.25	60294	0	1250
2021.07.20	30760.86	31042.50	29264.25	29837.25	63996	0	1250
2021.07.21	29853.28	32811.87	29471.75	31770.71	67566	0	1250
2021.07.22	31773.21	32598.75	31636.18	32226.45	69245	0	1099
2021.07.23	32219.72	32924.50	31995.00	32482.25	57232	0	1250
2021.07.24	32572.37	34517.58	32492.23	33928.12	56391	0	1001
2021.07.25	33924.08	34825.02	33826.77	34468.00	52946	0	1001
2021.07.26	34470.76	40553.25	34424.25	37740.33	93522	0	1250
2021.07.27	37743.80	38774.50	36398.00	38032.28	88189	0	1250
2021.07.28	38036.73	40924.50	37950.27	39934.71	97532	0	1250
2021.07.29	39938.99	40645.75	39252.75	39711.50	81668	0	1250
2021.07.30	39722.94	41599.37	38312.19	40653.68	70190	0	1250
2021.07.31	41217.51	42414.37	40967.83	41526.56	61984	0	1128
2021.08.01	41529.97	42603.57	40595.00	41234.25	70153	0	1001
2021.08.02	41244.81	41300.50	38656.26	38824.81	73405	0	1250
2021.08.03	38823.61	39763.50	37575.00	38043.75	69646	0	1250
2021.08.04	38056.15	39853.23	37455.55	39744.00	68225	0	1250
2021.08.05	39749.43	41389.00	37259.20	40863.19	80448	0	1250
2021.08.06	40893.10	43364.00	39857.80	42724.75	89834	0	1250
2021.08.07	42412.72	44578.98	42412.72	43981.22	73862	0	1035
2021.08.08	43970.93	45357.04	43270.97	43848.19	83017	0	1097
2021.08.09	43842.77	46493.75	42773.62	45456.09	84202	0	1250
2021.08.10	45449.15	46731.50	44637.00	45620.00	84838	0	1250
2021.08.11	45622.83	46772.00	45231.25	46316.33	77968	0	1250
2021.08.12	46319.60	46377.41	43780.93	44472.00	82898	0	1250
2021.08.13	44486.14	47884.42	43866.75	47605.75	77171	0	1250
2021.08.14	47567.20	47860.01	46132.33	46645.02	72086	0	1020
2021.08.15	46649.55	47402.45	45488.78	46699.75	78484	0	1009
2021.08.16	46706.34	48058.00	45648.75	46063.50	81480	0	1250
2021.08.17	46037.96	47170.00	44508.25	44954.75	90150	0	1250
2021.08.18	44975.97	46019.00	44203.50	44531.20	98149	0	1250
2021.08.19	44533.30	46873.08	43924.76	46587.25	99798	0	1250
2021.08.20	46594.61	49123.50	46335.74	48670.36	86454	0	1250
2021.08.21	49344.53	49816.83	48482.59	48987.09	74716	0	1069
2021.08.22	49015.10	49493.68	48045.05	48392.58	85302	0	1037
2021.08.23	48405.43	50517.51	48255.28	49501.75	85231	0	1250
2021.08.24	49516.63	49867.75	47723.94	48321.32	81745	0	1250
2021.08.25	48334.63	49154.76	47101.75	48654.06	81356	0	1250
2021.08.26	48688.38	49349.26	46292.46	46991.19	88456	0	1727
2021.08.27	47008.01	49174.75	46347.27	48896.34	82564	0	1250
2021.08.28	49000.99	49320.16	48369.31	48724.18	67186	0	1100
2021.08.29	48735.93	49661.00	47787.32	48898.65	65524	0	1050
2021.08.30	48916.69	49413.40	47384.66	48639.54	70109	0	1250
2021.08.31	48640.99	48679.09	46678.02	46997.23	81283	0	1250
2021.09.01	46989.61	49103.76	46509.70	48268.70	75310	0	1250
2021.09.02	48248.71	50389.47	48232.49	49556.01	78157	0	1250
2021.09.03	49547.55	51080.00	48328.52	50113.89	87927	0	1250
2021.09.04	50222.59	50482.44	49379.76	50186.25	69769	0	1001
2021.09.05	50171.50	51726.22	49479.99	51680.18	82338	0	1108
2021.09.06	51690.97	52224.49	51004.74	51930.48	77422	0	1250
2021.09.07	51941.60	52958.97	45998.76	46765.58	94437	0	1250
2021.09.08	46762.01	47381.26	44421.78	46020.25	103832	0	1250
2021.09.09	46041.17	47391.00	45467.25	46216.89	99689	0	1250
2021.09.10	46240.92	47025.00	44713.25	45045.50	92998	0	1250
2021.09.11	44549.54	45985.26	44222.99	45302.97	80005	0	1001
2021.09.12	45305.20	46270.65	44739.62	45038.16	85362	0	1001
2021.09.13	45068.73	46889.20	43357.76	45125.59	105366	0	1250
2021.09.14	45173.50	46974.75	44657.36	46828.44	99454	0	1250
2021.09.15	46814.87	48452.08	46377.36	47916.59	103945	0	1250
2021.09.16	47932.62	48512.39	47010.71	47113.31	98942	0	1250
2021.09.17	47129.95	48161.00	46705.55	46954.97	93075	0	1150
2021.09.18	47124.16	48779.07	46869.86	47974.78	70655	0	1049
2021.09.19	47971.28	48373.03	47052.69	47584.86	69586	0	1014
2021.09.20	47604.64	47672.18	42439.59	43522.15	112799	0	1451
2021.09.21	43518.76	43920.84	40109.88	40857.82	115721	0	1451
2021.09.22	40860.04	44021.91	39535.69	43398.83	118342	0	1451
2021.09.23	43421.85	44955.20	43013.48	44685.29	100044	0	1451
2021.09.24	44698.13	45155.71	40665.32	42942.16	123843	0	1451
2021.09.25	42955.73	43119.81	41641.25	42652.31	82030	0	1150
2021.09.26	42664.93	43782.05	40787.31	43641.39	102973	0	1049
2021.09.27	43650.32	44365.75	42592.23	42645.85	119808	0	1451
2021.09.28	42690.00	43400.25	41107.26	41767.47	113487	0	1451
2021.09.29	41761.19	42588.51	40737.08	41108.00	96700	0	1150
2021.09.30	41104.22	44099.25	40944.00	43397.81	100542	0	1451
2021.10.01	43426.42	48203.53	43265.43	48132.51	95097	0	1451
2021.10.02	48394.04	48488.73	47441.87	48024.18	70213	0	1001
2021.10.03	48011.69	49204.47	47113.30	48442.00	77966	0	1001
2021.10.04	48441.50	49510.50	46910.06	48977.50	116457	0	1001
2021.10.05	48990.55	51791.84	48563.24	51450.00	124907	0	1451
2021.10.06	51475.93	55386.20	50412.25	54939.78	136463	0	1451
2021.10.07	54923.12	55773.50	53366.93	54191.49	138634	0	1451
2021.10.08	54179.41	56145.09	53607.11	53978.68	125607	0	1050
2021.10.09	54146.04	55474.29	53681.45	54668.18	91946	0	1026
2021.10.10	54664.43	56533.32	54094.23	55359.06	120842	0	1050
2021.10.11	55409.22	57834.63	54358.01	57309.23	138204	0	1451
2021.10.12	57333.96	57684.94	53783.79	55331.84	126562	0	1050
2021.10.13	55322.29	57485.63	54189.47	56975.11	120531	0	1050
2021.10.14	56970.54	58540.51	56738.61	57405.78	114424	0	1050
2021.10.15	57424.91	62870.11	56854.51	62450.11	122128	0	1050
2021.10.16	61082.87	62375.76	60124.06	61013.30	76739	0	1025
2021.10.17	60997.09	61444.79	58915.16	59393.80	88210	0	1021
2021.10.18	59392.23	62682.96	59291.87	61356.16	126393	0	1050
2021.10.19	61354.08	64364.13	61106.00	64097.81	117256	0	1451
2021.10.20	64107.24	67010.91	63522.84	65985.54	109305	0	1429
2021.10.21	65986.12	66660.69	61920.34	62656.77	135127	0	1451
2021.10.22	62656.20	63748.25	59949.26	60715.32	140005	0	1451
2021.10.23	60369.16	61732.55	60277.52	61121.75	77636	0	1025
2021.10.24	61107.86	61487.54	59471.15	61110.49	100958	0	1025
2021.10.25	61148.88	63730.26	60641.26	62542.60	107237	0	1050
2021.10.26	62550.31	63286.26	61767.74	62088.62	100183	0	1050
2021.10.27	62061.00	62078.17	57981.35	58845.93	131672	0	1451
2021.10.28	58911.77	62474.97	57807.36	61394.01	128363	0	1451
2021.10.29	61393.55	62975.25	60167.52	62390.41	123124	0	1451
2021.10.30	62241.59	62452.26	60729.92	61630.12	79843	0	1025
2021.10.31	61655.98	62420.69	59965.51	60909.67	104673	0	1025
2021.11.01	60948.97	62473.75	59382.59	60682.48	123979	0	1451
2021.11.02	60672.48	64303.95	60439.27	63113.55	130079	0	1387
2021.11.03	63140.22	63550.72	60430.99	62763.34	124064	0	1250
2021.11.04	62763.96	63235.68	60701.20	61361.65	109502	0	500
2021.11.05	61361.65	62636.05	60766.44	60954.95	89394	0	1000
2021.11.06	61106.96	61581.93	60247.21	61461.26	72923	0	3590
2021.11.07	61461.27	63152.56	61339.79	62873.40	86970	0	3640
2021.11.08	62873.73	66551.97	62784.15	66081.06	92268	0	1000
2021.11.09	66081.10	68564.89	66081.10	67709.57	84675	0	1000
2021.11.10	67705.45	69041.14	62795.01	64274.94	87248	0	1000
2021.11.11	64274.94	65601.90	63901.51	65058.03	83013	0	1000
2021.11.12	65058.03	65487.95	62292.21	64080.78	103053	0	1000
2021.11.13	63918.22	64981.71	63381.47	64345.07	73491	0	3698
2021.11.14	64345.74	65339.73	63592.13	64305.90	88620	0	3708
2021.11.15	64307.51	66334.94	63379.13	63863.86	99824	0	1000
2021.11.16	63863.88	64018.85	58676.08	60478.67	131016	0	1000
2021.11.17	60489.06	61164.72	58373.18	60105.93	111646	0	1000
2021.11.18	60105.69	60962.76	56627.20	57587.65	110617	0	1000
2021.11.19	57580.46	58385.64	55624.36	57853.50	109020	0	1000
2021.11.20	57867.14	59678.86	57402.65	59625.60	77558	0	2799
2021.11.21	59625.60	60035.87	58535.33	59525.92	102271	0	3520
2021.11.22	59525.93	59566.04	55632.87	56260.41	125311	0	1000
2021.11.23	56235.07	57874.75	55429.05	57689.34	113819	0	1000
2021.11.24	57689.33	57755.68	55908.32	57323.89	94553	0	1000
2021.11.25	57323.89	59451.52	56855.79	58832.65	87752	0	1000
2021.11.26	58831.24	59354.75	53537.51	54016.63	117842	0	1000
2021.11.27	54077.71	55302.43	53521.81	54615.56	88443	0	3321
2021.11.28	54619.95	56410.60	53338.89	56322.66	108174	0	3322
2021.11.29	56324.72	58907.58	56074.42	58314.05	97272	0	1000
2021.11.30	58315.71	59240.04	55914.72	57120.68	113972	0	1000
2021.12.01	57116.92	59094.28	56471.03	57014.47	109458	0	1000
2021.12.02	57014.47	57409.29	55833.06	56903.23	103546	0	1000
2021.12.03	56898.75	57653.08	51707.75	53626.04	104570	0	1000
2021.12.04	53412.88	53864.23	46740.85	48736.97	106694	0	3194
2021.12.05	48737.07	49742.23	47806.11	49213.91	129299	0	4232
2021.12.06	49213.81	50622.11	47231.08	50097.07	124117	0	1000
2021.12.07	50096.73	51948.02	50082.80	50505.72	114112	0	1000
2021.12.08	50505.72	51239.66	48639.72	50621.03	115047	0	1000
2021.12.09	50621.03	50831.53	47329.62	47987.78	122319	0	1000
2021.12.10	47986.93	50121.99	47257.03	47940.63	125163	0	1000
2021.12.11	47529.18	49299.43	46777.10	48790.82	102890	0	1000
2021.12.12	48790.82	50794.28	48652.24	49954.04	118801	0	1000
2021.12.13	49952.28	50382.22	45728.80	46811.08	124992	0	1000
2021.12.14	46810.98	48636.63	46307.64	48317.20	124460	0	1000
2021.12.15	48311.42	49495.69	46557.70	49177.83	120072	0	1000
2021.12.16	49177.89	49449.26	47683.69	48099.30	112812	0	1000
2021.12.17	48098.68	48169.84	45466.83	46849.63	117387	0	1000
2021.12.18	46549.45	47239.20	45515.16	46948.40	95123	0	1000
2021.12.19	46948.41	48285.90	46443.74	46726.89	99296	0	1000
2021.12.20	46726.89	47587.55	45550.80	46981.07	118728	0	1000
2021.12.21	46980.81	49320.13	46652.23	49098.29	109123	0	1000
2021.12.22	49098.29	49571.00	48447.23	49065.18	99921	0	1000
2021.12.23	49065.86	51383.65	48061.28	50834.69	110233	0	1000
2021.12.24	50834.69	51867.94	50438.36	50900.40	104527	0	1000
2021.12.26	51000.53	51034.61	49465.70	50791.05	98633	0	1000
2021.12.27	50792.57	52093.06	50459.98	50962.81	102526	0	1000
2021.12.28	50980.71	51230.55	47294.74	47549.04	120335	0	1000
2021.12.29	47549.15	48133.83	46592.95	47229.56	111050	0	1000
2021.12.30	47229.56	47910.51	45931.41	47290.32	106952	0	1000
2021.12.31	47288.79	48578.44	45659.39	46304.17	111923	0	1000
2022.01.02	47354.29	48033.32	46656.66	47011.79	98576	0	1000
2022.01.03	47011.79	47567.18	45699.57	45972.07	107371	0	1000
2022.01.04	45972.06	47527.31	45528.41	46192.04	109302	0	1000
2022.01.05	46192.80	47068.80	43427.10	43594.43	104900	0	1000
2022.01.06	43594.43	43773.29	42417.99	43109.95	126632	0	1000
2022.01.07	43110.34	43224.09	40651.06	41871.74	122675	0	1000
2022.01.08	41524.88	42221.64	40550.94	41783.51	94670	0	1000
2022.01.09	41775.61	42771.92	41201.62	42311.37	110802	0	1000
2022.01.10	42311.41	42490.56	39657.77	41720.25	119608	0	1000
2022.01.11	41720.15	43115.94	41267.45	42689.04	120257	0	2287
2022.01.12	42689.77	44329.37	42467.45	43781.01	116146	0	2424
2022.01.13	43783.71	44428.89	42320.43	42812.44	115605	0	2470
2022.01.14	42822.42	43472.48	41751.54	43309.48	119450	0	2113
2022.01.15	43276.15	43821.22	42646.26	43300.23	78776	0	2479
2022.01.16	43300.63	43466.13	42593.21	42966.86	104336	0	2469
2022.01.17	42965.25	43282.66	41612.67	41727.95	114856	0	2448
2022.01.18	41727.91	42495.77	41278.50	42375.84	118055	0	2397
2022.01.19	42381.48	42699.40	41142.59	41710.71	113098	0	2282
2022.01.20	41710.71	43508.16	41302.41	41318.13	111876	0	2353
2022.01.21	41316.96	41541.33	36124.53	36669.69	137298	0	2169
2022.01.22	36034.15	36818.00	34253.78	35384.29	116691	0	2113
2022.01.23	35384.31	36146.66	34609.21	35368.24	133537	0	2043
2022.01.24	35364.21	37516.78	32891.73	36772.09	137589	0	2027
2022.01.25	36770.81	37546.25	35665.36	36561.92	136645	0	1493
2022.01.26	36562.25	38921.41	36326.44	36335.60	133936	0	2213
2022.01.27	36332.41	37220.42	35518.02	36198.08	136557	0	2154
2022.01.28	36197.82	38022.52	35901.41	37801.68	133676	0	2445
2022.01.29	37673.49	38753.11	37304.46	38369.34	98132	0	2511
2022.01.30	38368.42	38421.12	37352.73	37741.43	109742	0	2466
2022.01.31	37746.80	38767.52	36645.86	38419.50	119287	0	1934
2022.02.01	38417.64	39298.05	38006.20	38814.50	117068	0	2022
2022.02.02	38807.59	38917.46	36587.56	36920.06	110288	0	2032
2022.02.03	36913.87	37224.07	36245.38	36961.66	119014	0	2065
2022.02.04	36961.67	40899.48	36801.39	40639.10	116980	0	2050
2022.02.05	40655.94	41961.06	40584.57	41651.38	86962	0	2143
2022.02.06	41651.45	42150.66	41118.77	41679.87	88852	0	2070
2022.02.07	41679.87	44518.76	41507.43	44097.29	119845	0	1820
2022.02.08	44101.86	45516.55	42681.78	44218.16	119267	0	2161
2022.02.09	44216.94	44846.15	43127.96	44482.36	115639	0	2257
2022.02.10	44477.64	45857.07	43198.28	43762.32	115303	0	2269
2022.02.11	43762.76	44093.66	42071.64	42556.62	120288	0	2155
2022.02.12	42162.44	43022.05	41716.60	41883.98	92474	0	2133
2022.02.13	41884.01	42767.57	41838.43	42216.45	101755	0	2255
2022.02.14	42213.64	42851.92	41553.57	42236.09	111269	0	1618
2022.02.15	42236.15	44528.27	42236.15	43990.00	105070	0	2267
2022.02.16	43992.41	44778.05	43341.00	44087.94	104154	0	2030
2022.02.17	44087.90	44191.96	40071.47	40693.56	111723	0	2202
2022.02.18	40690.08	40977.60	39465.26	39981.54	110045	0	2185
2022.02.19	39944.85	40465.83	39636.57	39928.36	83116	0	2063
2022.02.20	39928.36	40153.94	37969.54	38244.50	117361	0	2133
2022.02.21	38244.48	39505.23	36982.62	37047.25	130020	0	2082
2022.02.22	37057.30	38290.84	36351.56	37887.32	124959	0	2070
2022.02.23	37889.56	39260.49	37395.64	37524.11	121154	0	1898
2022.02.24	37524.12	39726.90	34327.56	38395.47	138181	0	2031
2022.02.25	38398.15	39700.78	37754.48	38983.77	130526	0	2050
2022.02.26	39427.34	40316.78	38581.23	39457.73	95069	0	2085
2022.02.27	39454.29	39867.67	36986.60	37374.07	117207	0	1968
2022.02.28	37568.50	41954.72	37360.71	41658.41	128577	0	1946
2022.03.01	41659.10	44982.49	41634.75	43893.82	131421	0	1722
2022.03.02	43894.25	45357.29	43332.80	44079.58	126984	0	1247
2022.03.03	44079.77	44367.82	41801.03	42094.89	118768	0	1818
2022.03.04	42101.13	42699.79	39052.61	39386.68	127498	0	2023
2022.03.05	38999.46	39597.27	38563.82	39367.72	93017	0	2146
2022.03.06	39368.05	39695.18	38081.61	39019.31	109376	0	2026
2022.03.07	39019.99	39539.29	37143.40	37824.61	125550	0	1791
2022.03.08	37814.90	39365.85	37779.38	38494.80	129670	0	2035
2022.03.09	38495.12	42592.09	38473.50	41878.10	125606	0	2154
2022.03.10	41884.41	42143.86	38548.67	39318.26	123199	0	1946
2022.03.11	39318.26	40247.49	38231.85	38850.95	124587	0	2147
2022.03.12	38905.12	39428.53	38656.66	39129.59	61708	0	2160
2022.03.13	39129.69	39311.72	38357.03	38677.80	90506	0	2127
2022.03.14	38681.06	39307.01	37552.05	38724.07	109735	0	2051
2022.03.15	38724.02	39937.45	38101.43	39438.94	104630	0	2143
2022.03.16	39438.33	41709.93	38829.75	41256.86	119651	0	1916
2022.03.17	41260.39	41490.12	40517.70	40711.04	99732	0	2230
2022.03.18	40709.66	42363.66	40162.50	41747.06	95020	0	2303
2022.03.19	41811.41	42411.53	41518.16	42203.94	64794	0	2336
2022.03.20	42201.23	42378.12	40914.21	41291.14	81830	0	2337
2022.03.21	41297.25	41551.81	40467.38	41123.78	98977	0	2323
2022.03.22	41123.77	43414.87	40869.80	42604.13	107071	0	2336
2022.03.23	42604.10	42890.33	41752.16	42360.11	103066	0	2365
2022.03.24	42359.10	44244.66	42238.40	43879.44	106553	0	2341
2022.03.25	43879.64	45120.97	43605.85	44563.56	101559	0	2168
2022.03.26	44526.60	44814.34	44076.66	44578.10	57212	0	2418
2022.03.27	44576.03	46734.86	44252.86	46126.07	66309	0	2254
2022.03.28	46123.07	48215.57	45848.70	47961.19	94803	0	2473
2022.03.29	47961.21	48128.75	46903.33	47481.60	90192	0	2305
2022.03.30	47482.89	47708.73	46564.04	47282.10	87164	0	2454
2022.03.31	47279.39	47619.61	45498.71	45760.18	84523	0	2381
2022.04.01	45760.26	46725.86	44222.28	46154.28	97919	0	2237
2022.04.02	46318.29	47222.05	45618.74	46183.45	69331	0	2482
2022.04.03	46182.87	46782.40	45530.98	46368.32	63241	0	2390
2022.04.04	46368.25	47464.55	45115.28	46312.81	98427	0	2301
2022.04.05	46312.46	47202.90	45453.23	45735.90	85548	0	2261
2022.04.06	45859.92	46040.31	43160.78	43872.60	96639	0	2320
2022.04.07	43865.95	43986.76	42713.00	43559.78	94465	0	2300
2022.04.08	43559.89	43977.99	42394.21	42810.89	91969	0	2291
2022.04.09	42557.66	42653.02	42096.41	42421.42	59070	0	2107
2022.04.10	42422.11	43422.75	42382.22	43092.25	60996	0	2426
2022.04.11	43093.09	43198.85	39462.93	39829.64	97197	0	2301
2022.04.12	39828.83	40684.01	39187.80	39513.96	105025	0	2326
2022.04.13	39511.36	41556.82	39465.67	41240.26	96046	0	2195
2022.04.14	41242.70	41488.93	39436.03	39900.70	91432	0	1835
2022.04.15	39900.60	40861.07	39758.31	40392.50	68575	0	2202
2022.04.16	40417.13	40692.20	39986.31	40277.86	42951	0	2252
2022.04.17	40277.23	40694.29	39827.40	40262.41	55201	0	2204
2022.04.18	40262.28	41074.96	38512.45	40662.60	88248	0	2193
2022.04.19	40663.49	41751.22	40344.00	41288.98	79458	0	2170
2022.04.20	41289.02	42190.93	40882.30	41417.79	80642	0	2360
2022.04.21	41417.74	42981.29	40519.31	40592.69	91413	0	2133
2022.04.22	40600.44	40847.18	39158.14	39609.64	89392	0	2334
2022.04.23	39600.05	39974.82	39275.24	39795.62	52701	0	2260
2022.04.24	39796.33	39953.94	38925.52	39499.32	60681	0	2222
2022.04.25	39498.34	40370.73	38170.54	40178.28	96209	0	2300
2022.04.26	40176.95	40807.50	37712.91	38112.73	92666	0	2274
2022.04.27	38112.77	39461.88	37692.73	39086.74	98067	0	2165
2022.04.28	39112.79	40374.06	38865.32	39876.67	94755	0	2207
2022.04.29	39876.67	39990.52	38164.65	38543.49	92419	0	2148
2022.04.30	38548.93	38781.32	38142.33	38317.50	57411	0	2299
2022.05.01	38319.03	38671.33	37376.07	38306.49	77827	0	2237
2022.05.02	38304.82	39166.93	38049.95	38304.00	105064	0	2266
2022.05.03	38303.01	38900.62	37499.58	37767.18	83105	0	1932
2022.05.04	37761.13	40013.01	37603.46	39790.47	89608	0	2183
2022.05.05	39789.25	39872.45	35547.79	36440.35	78563	0	2083
2022.05.06	36443.36	36657.07	35225.63	36058.22	86429	0	2175
2022.05.07	35932.85	36095.32	35699.37	35760.43	39606	0	2191
2022.05.08	35760.30	35788.70	33677.93	34209.30	87038	0	2124
2022.05.09	34205.81	34458.09	30304.15	30921.42	95442	0	1909
2022.05.10	30929.80	32639.78	29733.15	30985.75	104139	0	1603
2022.05.11	30988.98	32150.26	28122.99	28384.20	107390	0	1916
2022.05.12	28385.10	30078.79	25371.29	28526.25	111327	0	1975
2022.05.13	28526.25	30969.19	27928.60	29748.02	112484	0	1000
2022.05.14	29987.69	30080.29	28562.32	29326.14	78722	0	2192
2022.05.15	29326.15	31133.24	29318.28	31011.79	89426	0	2222
2022.05.16	31016.07	31413.21	29033.28	29900.40	96293	0	2133
2022.05.17	29900.43	30752.16	29404.82	30064.95	86991	0	2227
2022.05.18	30065.06	30678.96	28696.98	29189.16	93300	0	2197
2022.05.19	29194.14	30518.51	28601.10	30223.79	90151	0	2193
2022.05.20	30230.35	30729.44	28682.45	29109.20	83353	0	2150
2022.05.21	29142.95	29616.93	28903.03	29385.93	57193	0	2125
2022.05.22	29385.93	30273.46	29213.78	29907.89	64246	0	2218
2022.05.23	29907.56	30633.15	28985.50	29305.70	80248	0	2209
2022.05.24	29305.93	29605.40	28638.55	29430.19	78339	0	2194
2022.05.25	29420.46	30190.00	29312.16	29743.50	77201	0	1720
2022.05.26	29756.85	29862.87	27985.95	29428.89	80121	0	1915
2022.05.27	29420.04	29647.37	28232.49	28718.79	89964	0	1942
2022.05.28	28680.70	29228.78	28479.76	28991.97	51106	0	1834
2022.05.29	28991.32	29439.16	28795.31	29145.83	58346	0	1942
2022.05.30	29145.78	31398.59	29126.48	31249.23	77455	0	1971
2022.05.31	31249.13	32335.06	31194.21	31791.53	83725	0	1956
2022.06.01	31796.08	31952.24	29293.27	29596.61	84271	0	1865
2022.06.02	29597.27	30388.01	29475.54	30215.13	86301	0	1947
2022.06.03	30215.13	30671.02	29243.42	29628.47	82713	0	1922
2022.06.04	29765.77	29942.35	29446.44	29720.94	48972	0	1930
2022.06.05	29721.68	30152.45	29493.85	29906.44	59018	0	1885
2022.06.06	29907.58	31729.42	29781.29	31439.22	92347	0	1892
2022.06.07	31437.02	31570.79	29177.50	31326.61	92371	0	1873
2022.06.08	31318.99	31512.64	29816.76	30168.43	98772	0	1224
2022.06.09	30168.45	30670.48	29911.85	30156.03	74640	0	1895
2022.06.10	30156.28	30336.73	28818.71	29166.78	82688	0	1818
2022.06.11	29158.69	29406.95	28075.39	28367.84	60497	0	1725
2022.06.12	28368.49	28641.11	26842.21	27327.36	82815	0	2004
2022.06.13	27327.35	27476.84	22550.07	23181.51	100968	0	1795
2022.06.14	23184.79	23316.95	20794.54	21951.76	106549	0	1636
2022.06.15	21953.29	22360.39	20057.74	21619.69	107695	0	1641
2022.06.16	21621.30	22941.09	20454.46	20642.10	121529	0	1629
2022.06.17	20656.67	21306.71	20190.97	20608.24	120532	0	2347
2022.06.18	20515.92	20735.14	17562.88	17773.10	96952	0	2116
2022.06.19	17761.15	20674.87	17721.09	20602.60	121383	0	1513
2022.06.20	20602.32	21036.28	19604.17	20409.09	121524	0	1826
2022.06.21	20412.69	21692.15	20227.36	20826.08	116765	0	1726
2022.06.22	20826.22	21028.47	19738.45	19842.68	117095	0	1602
2022.06.23	19844.87	21092.13	19637.18	20786.80	115260	0	1728
2022.06.24	20786.82	21403.20	20652.04	21172.49	116210	0	1636
2022.06.25	21291.62	21566.95	20890.27	21204.56	93260	0	1638
2022.06.26	21204.40	21862.94	21014.67	21383.42	107442	0	1768
2022.06.27	21383.40	21516.91	20496.52	20888.13	114331	0	1630
2022.06.28	20888.22	21178.59	20169.22	20226.49	114905	0	1607
2022.06.29	20227.97	20432.74	19665.52	20182.50	116877	0	1608
2022.06.30	20186.97	20329.35	18607.26	18713.80	122883	0	1756
2022.07.01	18713.72	20852.96	18688.49	19387.73	120235	0	1732
2022.07.02	19360.37	19437.38	19031.10	19229.90	100594	0	1504
2022.07.03	19230.23	19616.77	18749.31	19410.75	118086	0	1779
2022.07.04	19409.76	20080.62	19022.39	19731.54	108337	0	1594
2022.07.05	19732.77	20720.25	19271.25	20437.25	102386	0	1667
2022.07.06	20429.01	20465.93	19736.79	20374.59	107392	0	1823
2022.07.07	20373.91	21824.84	20235.62	21607.93	101960	0	1844
2022.07.08	21608.00	22417.68	21167.25	21838.87	106499	0	1863
2022.07.09	21683.17	21941.47	21366.56	21661.49	96467	0	1651
2022.07.10	21660.37	21731.07	20646.31	20962.99	116409	0	1861
2022.07.11	20964.46	21154.11	20247.05	20398.00	117501	0	1780
2022.07.12	20398.64	20403.57	19259.28	19433.54	115413	0	1593
2022.07.13	19433.69	20067.19	18896.58	19649.94	114037	0	1592
